tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2024-800,Brisbane,Hard,64,P,20240101,289,222328,220699,6-1 6-7(4) 6-3,3,R16,120.0,2.0,4.0,88.0,55.0,37.0,18.0,13.0,4.0,7.0,6.0,2.0,108.0,75.0,42.0,14.0,15.0,11.0,19.0
2024-800,Brisbane,Hard,64,P,20240101,288,259799,201613,6-1 6-1,3,R16,64.0,2.0,1.0,40.0,23.0,22.0,8.0,7.0,1.0,1.0,1.0,4.0,46.0,34.0,18.0,2.0,7.0,7.0,12.0
2024-800,Brisbane,Hard,64,P,20240101,287,215713,206368,7-5 6-7(7) 6-4,3,R16,206.0,4.0,4.0,113.0,75.0,50.0,22.0,17.0,4.0,7.0,9.0,1.0,124.0,81.0,52.0,20.0,17.0,10.0,15.0
2024-800,Brisbane,Hard,64,P,20240101,286,214981,210722,6-1 6-0,3,R16,56.0,4.0,0.0,42.0,34.0,27.0,4.0,7.0,1.0,1.0,3.0,1.0,42.0,28.0,13.0,4.0,6.0,10.0,15.0
2024-800,Brisbane,Hard,64,P,20240101,285,214544,214459,6-3 6-0,3,R32,58.0,8.0,1.0,44.0,25.0,20.0,13.0,8.0,1.0,1.0,3.0,3.0,32.0,14.0,9.0,6.0,7.0,1.0,5.0
2024-800,Brisbane,Hard,64,P,20240101,284,202684,203389,1-6 6-3 7-6(7),3,R32,148.0,6.0,9.0,93.0,61.0,37.0,12.0,14.0,2.0,9.0,9.0,1.0,104.0,63.0,34.0,21.0,14.0,9.0,15.0
2024-800,Brisbane,Hard,64,P,20240101,283,202663,213710,6-3 7-5,3,R32,86.0,4.0,0.0,51.0,34.0,28.0,9.0,10.0,0.0,1.0,1.0,0.0,71.0,42.0,27.0,13.0,11.0,9.0,13.0
2024-800,Brisbane,Hard,64,P,20240101,282,214082,216146,6-3 6-4,3,R32,88.0,0.0,5.0,51.0,28.0,21.0,10.0,9.0,0.0,2.0,3.0,4.0,74.0,45.0,26.0,9.0,10.0,7.0,12.0
2024-800,Brisbane,Hard,64,P,20240101,281,211533,202429,6-1 6-4,3,R32,79.0,9.0,4.0,49.0,28.0,25.0,9.0,9.0,1.0,2.0,4.0,5.0,60.0,32.0,17.0,12.0,8.0,5.0,9.0
2024-800,Brisbane,Hard,64,P,20240101,280,201662,211768,3-6 7-6(4) 6-4,3,R32,134.0,16.0,11.0,104.0,68.0,58.0,13.0,15.0,10.0,12.0,14.0,2.0,97.0,64.0,52.0,15.0,16.0,0.0,2.0
2024-800,Brisbane,Hard,64,P,20240101,279,216262,211843,6-4 6-1,3,R32,81.0,2.0,4.0,52.0,28.0,20.0,11.0,8.0,3.0,5.0,1.0,4.0,69.0,48.0,22.0,8.0,9.0,6.0,12.0
2024-800,Brisbane,Hard,64,P,20240101,278,201458,214939,6-1 7-6(8),3,R32,132.0,4.0,2.0,83.0,45.0,33.0,17.0,10.0,5.0,7.0,2.0,3.0,76.0,51.0,28.0,11.0,9.0,7.0,11.0
2024-800,Brisbane,Hard,64,P,20240101,277,220699,206420,6-3 6-4,3,R32,81.0,4.0,2.0,75.0,45.0,32.0,14.0,10.0,8.0,9.0,0.0,6.0,52.0,29.0,23.0,8.0,9.0,4.0,7.0
2024-800,Brisbane,Hard,64,P,20240101,276,222328,201514,6-4 4-6 6-4,3,R32,141.0,8.0,4.0,130.0,83.0,55.0,25.0,15.0,11.0,13.0,10.0,1.0,100.0,67.0,43.0,20.0,15.0,5.0,8.0
2024-800,Brisbane,Hard,64,P,20240101,275,201613,213550,7-5 7-6(7),3,R32,145.0,4.0,3.0,78.0,57.0,36.0,12.0,12.0,2.0,5.0,1.0,4.0,126.0,84.0,52.0,14.0,12.0,17.0,21.0
2024-800,Brisbane,Hard,64,P,20240101,274,259799,214643,6-2 6-1,3,R32,65.0,2.0,3.0,44.0,27.0,21.0,10.0,7.0,2.0,2.0,4.0,7.0,49.0,21.0,15.0,7.0,8.0,2.0,7.0
2024-800,Brisbane,Hard,64,P,20240101,273,206368,203533,6-2 6-3,3,R32,74.0,12.0,2.0,44.0,30.0,26.0,9.0,8.0,0.0,0.0,1.0,2.0,47.0,28.0,19.0,7.0,9.0,3.0,7.0
2024-800,Brisbane,Hard,64,P,20240101,272,215713,201611,6-4 3-6 6-4,3,R32,172.0,3.0,4.0,99.0,52.0,32.0,21.0,15.0,5.0,11.0,1.0,11.0,122.0,84.0,47.0,17.0,14.0,11.0,17.0
2024-800,Brisbane,Hard,64,P,20240101,271,210722,201585,2-6 6-1 6-3,3,R32,101.0,5.0,4.0,63.0,33.0,23.0,17.0,12.0,2.0,5.0,1.0,2.0,66.0,47.0,29.0,8.0,12.0,3.0,8.0
2024-800,Brisbane,Hard,64,P,20240101,270,214981,216265,6-4 6-1,3,R32,72.0,4.0,1.0,53.0,35.0,28.0,10.0,9.0,3.0,3.0,0.0,2.0,54.0,34.0,23.0,7.0,8.0,2.0,5.0
2024-800,Brisbane,Hard,64,P,20240101,268,214459,221909,6-4 7-5,3,R64,118.0,1.0,3.0,75.0,41.0,26.0,18.0,11.0,1.0,4.0,4.0,10.0,86.0,53.0,34.0,10.0,11.0,10.0,15.0
2024-800,Brisbane,Hard,64,P,20240101,267,203389,221024,6-1 4-6 6-3,3,R64,117.0,2.0,6.0,82.0,43.0,29.0,24.0,13.0,4.0,6.0,5.0,4.0,75.0,40.0,30.0,12.0,13.0,6.0,11.0
2024-800,Brisbane,Hard,64,P,20240101,264,213710,213889,5-7 6-3 6-1,3,R64,130.0,3.0,2.0,73.0,47.0,36.0,13.0,14.0,2.0,5.0,3.0,3.0,109.0,66.0,39.0,19.0,14.0,15.0,21.0
2024-800,Brisbane,Hard,64,P,20240101,263,216146,202536,4-6 6-3 6-3,3,R64,124.0,9.0,4.0,80.0,58.0,48.0,10.0,14.0,0.0,1.0,3.0,5.0,93.0,60.0,42.0,15.0,14.0,8.0,11.0
2024-800,Brisbane,Hard,64,P,20240101,260,202429,220548,5-7 6-2 6-3,3,R64,159.0,4.0,7.0,105.0,60.0,40.0,22.0,15.0,9.0,13.0,7.0,10.0,100.0,44.0,33.0,20.0,14.0,6.0,12.0
2024-800,Brisbane,Hard,64,P,20240101,259,211768,211337,6-3 7-6(9),3,R64,108.0,5.0,1.0,62.0,41.0,30.0,10.0,10.0,0.0,2.0,1.0,5.0,85.0,50.0,34.0,10.0,11.0,4.0,8.0
2024-800,Brisbane,Hard,64,P,20240101,256,216262,220309,6-4 6-2,3,R64,66.0,1.0,4.0,56.0,31.0,23.0,13.0,9.0,4.0,5.0,0.0,3.0,53.0,35.0,23.0,6.0,9.0,3.0,7.0
2024-800,Brisbane,Hard,64,P,20240101,255,214939,211095,6-2 6-1,3,R64,57.0,3.0,1.0,44.0,27.0,21.0,11.0,8.0,0.0,1.0,1.0,1.0,43.0,30.0,14.0,4.0,7.0,1.0,6.0
2024-800,Brisbane,Hard,64,P,20240101,252,220699,202600,6-2 6-4,3,R64,78.0,3.0,1.0,53.0,33.0,27.0,11.0,9.0,1.0,1.0,0.0,2.0,54.0,31.0,17.0,13.0,9.0,1.0,4.0
2024-800,Brisbane,Hard,64,P,20240101,251,222328,201693,5-7 7-6(8) 7-6(2),3,R64,186.0,5.0,6.0,132.0,76.0,61.0,29.0,18.0,6.0,7.0,18.0,4.0,123.0,72.0,57.0,31.0,18.0,9.0,9.0
2024-800,Brisbane,Hard,64,P,20240101,248,201613,203354,6-3 6-2,3,R64,87.0,1.0,1.0,51.0,37.0,26.0,7.0,9.0,1.0,3.0,2.0,5.0,61.0,37.0,23.0,5.0,8.0,9.0,14.0
2024-800,Brisbane,Hard,64,P,20240101,247,259799,223670,6-2 6-3,3,R64,75.0,3.0,3.0,47.0,29.0,22.0,12.0,8.0,1.0,1.0,1.0,1.0,62.0,40.0,22.0,10.0,9.0,5.0,9.0
2024-800,Brisbane,Hard,64,P,20240101,244,203533,214452,3-6 6-4 6-2,3,R64,145.0,3.0,3.0,89.0,55.0,37.0,16.0,14.0,3.0,7.0,7.0,2.0,95.0,69.0,38.0,15.0,13.0,8.0,13.0
2024-800,Brisbane,Hard,64,P,20240101,243,201611,215035,6-0 6-4,3,R64,90.0,4.0,2.0,50.0,31.0,24.0,11.0,8.0,3.0,3.0,0.0,2.0,61.0,33.0,22.0,9.0,8.0,7.0,11.0
2024-800,Brisbane,Hard,64,P,20240101,240,201585,211701,7-5 6-3,3,R64,102.0,2.0,2.0,78.0,56.0,34.0,13.0,11.0,5.0,7.0,0.0,5.0,61.0,34.0,20.0,14.0,10.0,0.0,4.0
2024-800,Brisbane,Hard,64,P,20240101,239,216265,214040,4-6 6-0 6-4,3,R64,123.0,7.0,7.0,65.0,42.0,37.0,10.0,13.0,0.0,2.0,4.0,7.0,93.0,63.0,38.0,14.0,13.0,9.0,14.0
2024-1049,Auckland,Hard,32,I,20240101,300,221103,202494,6-7(4) 6-3 6-3,3,F,155.0,3.0,7.0,92.0,60.0,43.0,15.0,15.0,3.0,6.0,0.0,3.0,109.0,66.0,38.0,21.0,15.0,7.0,13.0
2024-1049,Auckland,Hard,32,I,20240101,299,221103,215613,6-3 6-1,3,SF,62.0,10.0,1.0,46.0,30.0,28.0,7.0,8.0,2.0,2.0,1.0,2.0,53.0,37.0,18.0,8.0,8.0,1.0,5.0
2024-1049,Auckland,Hard,32,I,20240101,298,202494,216016,2-6 6-4 6-3,3,SF,143.0,6.0,3.0,89.0,62.0,40.0,12.0,14.0,6.0,10.0,2.0,4.0,83.0,44.0,32.0,18.0,13.0,6.0,10.0
2024-1049,Auckland,Hard,32,I,20240101,297,221103,219875,6-1 6-1,3,QF,53.0,5.0,1.0,40.0,29.0,21.0,8.0,7.0,0.0,0.0,1.0,2.0,46.0,29.0,14.0,6.0,7.0,2.0,7.0
2024-1049,Auckland,Hard,32,I,20240101,296,215613,201549,6-4 6-3,3,QF,88.0,2.0,1.0,60.0,48.0,33.0,3.0,10.0,3.0,6.0,7.0,4.0,62.0,32.0,19.0,11.0,9.0,6.0,11.0
2024-1049,Auckland,Hard,32,I,20240101,295,216016,220348,6-7(3) 6-3 6-4,3,QF,184.0,4.0,4.0,126.0,91.0,59.0,13.0,16.0,14.0,18.0,4.0,3.0,100.0,60.0,41.0,15.0,15.0,4.0,10.0
2024-1049,Auckland,Hard,32,I,20240101,294,202494,213631,6-0 6-3,3,QF,65.0,3.0,1.0,49.0,30.0,19.0,13.0,8.0,2.0,3.0,0.0,0.0,36.0,21.0,12.0,2.0,7.0,4.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,293,221103,259104,6-3 6-0,3,R16,70.0,5.0,4.0,49.0,27.0,23.0,9.0,8.0,5.0,6.0,2.0,3.0,48.0,26.0,13.0,6.0,7.0,1.0,6.0
2024-1049,Auckland,Hard,32,I,20240101,292,219875,215138,6-3 6-4,3,R16,79.0,4.0,1.0,58.0,35.0,30.0,14.0,10.0,2.0,2.0,5.0,4.0,64.0,31.0,22.0,16.0,9.0,7.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,291,215613,220589,6-1 6-2,3,R16,72.0,1.0,2.0,56.0,37.0,28.0,7.0,8.0,2.0,3.0,0.0,3.0,56.0,31.0,16.0,10.0,7.0,3.0,8.0
2024-1049,Auckland,Hard,32,I,20240101,290,201549,206294,6-2 6-2,3,R16,74.0,6.0,4.0,39.0,22.0,22.0,10.0,8.0,0.0,0.0,2.0,1.0,59.0,43.0,22.0,8.0,8.0,5.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,289,216016,216133,6-3 3-6 7-6(2),3,R16,153.0,6.0,4.0,95.0,66.0,49.0,15.0,15.0,5.0,8.0,2.0,5.0,104.0,65.0,44.0,19.0,15.0,6.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,288,220348,201615,2-6 6-4 6-1,3,R16,110.0,2.0,1.0,75.0,42.0,29.0,18.0,13.0,3.0,6.0,0.0,3.0,64.0,41.0,25.0,15.0,12.0,5.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,287,213631,216153,6-0 6-1,3,R16,52.0,0.0,0.0,37.0,30.0,23.0,6.0,7.0,2.0,2.0,1.0,3.0,36.0,24.0,11.0,3.0,6.0,4.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,286,202494,221054,6-7(5) 7-6(3) 6-1,3,R16,169.0,11.0,3.0,128.0,87.0,56.0,20.0,16.0,9.0,13.0,6.0,6.0,104.0,64.0,39.0,18.0,15.0,8.0,14.0
2024-1049,Auckland,Hard,32,I,20240101,285,221103,214906,6-4 6-2,3,R32,82.0,3.0,4.0,49.0,32.0,23.0,9.0,9.0,0.0,2.0,1.0,5.0,63.0,47.0,28.0,3.0,9.0,3.0,8.0
2024-1049,Auckland,Hard,32,I,20240101,284,259104,215020,7-5 6-4,3,R32,98.0,1.0,6.0,64.0,44.0,30.0,8.0,11.0,2.0,5.0,2.0,4.0,75.0,54.0,30.0,9.0,11.0,7.0,12.0
2024-1049,Auckland,Hard,32,I,20240101,283,215138,220520,6-4 6-3,3,R32,72.0,2.0,2.0,46.0,26.0,21.0,11.0,9.0,2.0,4.0,1.0,4.0,63.0,38.0,22.0,8.0,10.0,3.0,8.0
2024-1049,Auckland,Hard,32,I,20240101,282,219875,206124,6-7(3) 7-5 6-2,3,R32,159.0,4.0,11.0,113.0,75.0,50.0,14.0,16.0,8.0,13.0,2.0,8.0,125.0,91.0,52.0,12.0,16.0,12.0,20.0
2024-1049,Auckland,Hard,32,I,20240101,281,215613,222258,2-6 6-4 6-2,3,R32,132.0,2.0,1.0,77.0,52.0,33.0,12.0,13.0,5.0,9.0,4.0,7.0,113.0,69.0,44.0,17.0,13.0,7.0,12.0
2024-1049,Auckland,Hard,32,I,20240101,280,220589,222667,7-6(6) 6-2,3,R32,91.0,0.0,7.0,69.0,47.0,33.0,6.0,10.0,2.0,6.0,0.0,5.0,60.0,35.0,16.0,10.0,10.0,1.0,7.0
2024-1049,Auckland,Hard,32,I,20240101,279,206294,215037,7-6(1) 6-7(5) 6-1,3,R32,174.0,1.0,0.0,109.0,75.0,51.0,22.0,16.0,5.0,8.0,8.0,2.0,118.0,74.0,45.0,22.0,15.0,6.0,11.0
2024-1049,Auckland,Hard,32,I,20240101,278,201549,214119,3-6 6-3 6-3,3,R32,136.0,5.0,2.0,78.0,50.0,30.0,20.0,13.0,4.0,6.0,4.0,4.0,95.0,61.0,38.0,16.0,14.0,8.0,12.0
2024-1049,Auckland,Hard,32,I,20240101,277,216133,201709,6-4 7-5,3,R32,103.0,2.0,2.0,67.0,42.0,29.0,9.0,11.0,1.0,5.0,0.0,0.0,83.0,63.0,36.0,6.0,11.0,7.0,13.0
2024-1049,Auckland,Hard,32,I,20240101,276,216016,211713,6-1 5-7 7-6(3),3,R32,167.0,5.0,4.0,100.0,73.0,51.0,15.0,15.0,6.0,8.0,2.0,10.0,103.0,50.0,40.0,21.0,16.0,6.0,10.0
2024-1049,Auckland,Hard,32,I,20240101,275,220348,211765,6-7(4) 7-5 6-3,3,R32,165.0,13.0,7.0,111.0,54.0,45.0,30.0,17.0,3.0,4.0,10.0,2.0,109.0,73.0,48.0,21.0,16.0,3.0,6.0
2024-1049,Auckland,Hard,32,I,20240101,274,201615,203500,7-5 6-4,3,R32,88.0,0.0,4.0,71.0,49.0,33.0,12.0,11.0,7.0,9.0,1.0,3.0,66.0,38.0,26.0,10.0,11.0,5.0,9.0
2024-1049,Auckland,Hard,32,I,20240101,273,213631,211684,6-0 3-6 6-4,3,R32,134.0,1.0,3.0,66.0,43.0,30.0,11.0,12.0,1.0,4.0,0.0,2.0,100.0,58.0,33.0,18.0,13.0,10.0,16.0
2024-1049,Auckland,Hard,32,I,20240101,272,216153,201499,7-5 6-4,3,R32,115.0,6.0,4.0,94.0,58.0,35.0,13.0,11.0,8.0,13.0,1.0,2.0,74.0,41.0,22.0,11.0,11.0,7.0,14.0
2024-1049,Auckland,Hard,32,I,20240101,271,221054,211817,6-3 4-6 7-5,3,R32,147.0,3.0,6.0,93.0,61.0,39.0,15.0,16.0,1.0,6.0,2.0,2.0,95.0,63.0,37.0,15.0,15.0,7.0,13.0
2024-1049,Auckland,Hard,32,I,20240101,270,202494,201496,6-4 6-3,3,R32,104.0,5.0,1.0,75.0,44.0,25.0,17.0,10.0,6.0,9.0,1.0,3.0,66.0,36.0,20.0,13.0,9.0,5.0,10.0
2024-2014,Adelaide,Hard,32,P,20240108,300,211533,214082,6-3 6-2,3,F,74.0,3.0,2.0,60.0,35.0,27.0,10.0,9.0,5.0,7.0,3.0,4.0,53.0,29.0,15.0,10.0,8.0,4.0,9.0
2024-2014,Adelaide,Hard,32,P,20240108,299,211533,206420,6-2 7-6(3),3,SF,101.0,4.0,4.0,76.0,42.0,28.0,18.0,10.0,5.0,8.0,4.0,6.0,71.0,45.0,23.0,11.0,10.0,3.0,8.0
2024-2014,Adelaide,Hard,32,P,20240108,298,214082,202468,W/O,3,SF,0.0,,,,,,,,,,,,,,,,,,
2024-2014,Adelaide,Hard,32,P,20240108,297,206420,214981,6-3 6-3,3,QF,90.0,6.0,4.0,58.0,33.0,26.0,8.0,9.0,5.0,7.0,9.0,2.0,76.0,39.0,18.0,20.0,9.0,8.0,13.0
2024-2014,Adelaide,Hard,32,P,20240108,296,211533,216146,7-5 6-3,3,QF,92.0,1.0,2.0,73.0,51.0,36.0,11.0,11.0,3.0,5.0,4.0,3.0,54.0,30.0,17.0,13.0,10.0,2.0,6.0
2024-2014,Adelaide,Hard,32,P,20240108,295,214082,201696,W/O,3,QF,0.0,,,,,,,,,,,,,,,,,,
2024-2014,Adelaide,Hard,32,P,20240108,294,202468,201499,6-7(1) 7-5 6-4,3,QF,146.0,9.0,5.0,115.0,67.0,50.0,22.0,17.0,10.0,13.0,3.0,4.0,100.0,66.0,46.0,18.0,17.0,3.0,8.0
2024-2014,Adelaide,Hard,32,P,20240108,293,214981,213710,6-3 7-5,3,R16,90.0,11.0,4.0,76.0,58.0,41.0,7.0,11.0,7.0,8.0,1.0,3.0,66.0,48.0,30.0,8.0,10.0,2.0,5.0
2024-2014,Adelaide,Hard,32,P,20240108,292,206420,206368,6-4 6-4,3,R16,98.0,8.0,2.0,73.0,52.0,37.0,7.0,10.0,6.0,8.0,3.0,3.0,62.0,38.0,21.0,12.0,10.0,1.0,5.0
