id,player_api_id,player_name,birthday,weight (kg),height (cm)
69,114503,Abiola Dauda,1988-02-03,74.8,180
70,27277,Abou Diaby,1986-05-11,76.2,193
71,181344,Aboubacar Tandia,1983-10-05,83.9,193
72,581141,Aboubakar Kamara,1995-03-07,76.2,178
73,80592,Aboubakar Oumarou,1987-04-01,76.2,183
74,165706,Abraham Gonzalez,1985-07-16,79.8,178
75,210453,Abraham Guie Gneki,1986-07-25,69.9,180
76,208635,Abraham Kudemor,1985-02-25,81.2,183
77,213695,Abraham Minero,1986-02-22,71.2,175
78,33715,Abraham Paz Cruz,1979-03-14,74.8,178
79,41489,Achille Coser,1982-07-14,78.9,185
80,25571,Achille Emana,1982-06-05,77.1,180
81,660145,Achille Vaarnold,1996-01-26,71.2,175
82,45960,Achmed Ahahaoui,1983-12-06,68.9,178
83,293235,Achraf Lazaar,1992-09-22,76.2,183
84,34487,Aco Stojkov,1983-04-29,74.8,178
85,26331,Adailton,1983-04-14,84.8,190
86,41749,Adailton,1977-01-24,73.0,175
87,495841,Adalberto Penaranda,1997-05-31,78.0,183
88,519835,Adam Armstrong,1997-02-1,68.9,173
89,68840,Adam Banas,1982-12-25,78.9,185
90,27534,Adam Bodzek,1985-09-07,78.9,183
91,157303,Adam Bogdan,1987-09-27,89.8,193
92,563198,Adam Brown,1995-06-09,64.0,178
93,557396,Adam Buksa,1996-07-12,78.0,190
94,365666,Adam Campbell,1995-01-01,73.0,170
95,180197,Adam Collin,1984-12-09,78.0,190
96,310346,Adam Cummins,1993-03-03,78.0,188
97,68962,Adam Danch,1987-12-15,81.2,183
98,429870,Adam Deja,1993-06-24,82.1,185
99,23133,Adam Drury,1978-08-29,73.0,180
100,420209,Adam Drury,1993-09-09,68.9,178
101,308280,Adam Duda,1991-04-29,77.1,188
102,361712,Adam Dzwigala,1995-09-25,79.8,185
103,38617,Adam Federici,1985-01-31,89.8,188
104,173993,Adam Fraczczak,1987-08-07,76.2,183
105,277313,Adam Gyurcso,1991-03-06,59.9,180
106,40568,Adam Hammill,1988-01-25,73.9,178
107,281079,Adam Henley,1994-06-14,77.1,178
108,89240,Adam Hlousek,1988-12-2,76.2,188
109,24159,Adam Johnson,1987-07-14,63.0,175
110,414208,Adam King,1995-10-11,74.8,180
111,43317,Adam Kokoszka,1986-10-06,82.1,188
112,37234,Adam Lallana,1988-05-1,73.0,173
113,24952,Adam Le Fondre,1986-12-02,73.0,175
114,209372,Adam Maher,1993-07-2,64.9,175
115,69518,Adam Marciniak,1988-09-28,82.1,183
116,478447,Adam Marusic,1992-10-17,81.2,178
117,500502,Adam Masina,1994-01-02,78.0,188
118,170593,Adam Matthews,1992-01-13,71.2,178
119,185336,Adam Matuschyk,1989-02-14,74.8,180
120,69249,Adam Mojta,1986-06-3,69.9,178
121,407308,Adam Morgan,1994-04-21,71.2,178
122,12245,Adam Nemec,1985-09-02,89.8,190
123,684978,Adam Ounas,1996-11-11,64.0,173
124,306507,Adam Pazio,1992-09-27,72.1,183
125,73078,Adam Pinter,1988-06-12,83.9,190
126,31916,Adam Rooney,1988-04-21,78.0,178
127,555649,Adam Ryczkowski,1997-04-3,71.2,178
128,158861,Adam Sarota,1988-12-28,73.0,183
129,160447,Adam Smith,1991-04-29,81.2,180
130,36774,Adam Szalai,1987-12-09,91.2,193
131,243068,Adam Taggart,1993-06-02,68.9,183
132,71359,Adam Vass,1988-09-09,74.8,180
133,495942,Adam Waszkiewicz,1993-12-06,78.9,183
134,287224,Adama Ba,1993-08-27,68.0,178
135,26136,Adama Coulibaly,1980-09-1,83.0,185
136,164360,Adama Francois,1989-11-3,79.8,193
137,357881,Adama Soumaoro,1992-06-18,93.0,188
138,181211,Adama Traore,1990-02-03,73.0,170
139,533212,Adama Traore,1995-06-28,72.1,178
140,103866,Adamo Coulibaly,1981-08-14,78.0,188
141,47394,Adel Taarabt,1989-05-24,78.0,180
142,155738,Adem Ljajic,1991-09-29,73.9,183
143,361710,Aderlan Santos,1989-04-09,83.0,193
144,568920,Aderlan,1990-08-18,71.2,178
145,45816,Adil Auassar,1986-10-06,84.8,188
146,37249,Adil Chihi,1988-02-21,78.0,183
147,40012,Adil Hermach,1986-06-27,69.9,183
148,77741,Adil Rami,1985-12-27,88.0,190
149,38612,Adil Ramzi,1977-07-14,73.9,178
150,164115,Adilson,1982-01-01,88.0,193
151,276701,Adis Jahovic,1987-03-18,89.8,190
152,131409,Adlene Guedioura,1985-11-12,81.2,178
153,116788,Admir Aganovic,1986-08-25,79.8,183
154,132844,Admir Mehmedi,1991-03-16,79.8,183
155,45815,Adnan Alisic,1984-02-1,71.2,180
156,39875,Adnan Custovic,1978-04-16,83.0,185
157,449241,Adnan Januzaj,1995-02-05,74.8,183
158,43049,Adnan Mravac,1982-04-1,83.9,193
159,261599,Adnane Tighadouini,1992-11-3,72.1,178
160,154950,Adrian Basta,1988-12-01,78.0,180
161,182107,Adrian Blad,1991-04-16,62.1,165
162,121643,Adrian Chomiuk,1988-06-23,81.2,183
163,102572,Adrian Colunga,1984-11-17,69.9,173
164,43348,Adrian Cristea,1983-11-3,73.0,178
165,113604,Adrian Daniel Calello,1987-05-14,82.1,178
166,482331,Adrian Embarba,1992-05-07,66.2,173
167,40501,Adrian Gonzalez,1988-05-25,76.2,183
168,178574,Adrian Gunino,1989-02-03,64.0,168
169,78537,Adrian Klepczynski,1981-04-01,74.8,188
170,45744,Adrian Lopez,1988-01-08,73.0,183
171,23358,Adrian Mariappa,1986-10-03,81.2,178
172,571685,Adrian Marin,1997-01-09,73.0,180
173,105526,Adrian Mrowiec,1983-12-01,83.9,190
174,39311,Adrian Mutu,1979-08-01,76.2,183
175,112976,Adrian Nikci,1989-11-1,76.2,183
176,116881,Adrian Paluchowski,1987-08-19,74.8,180
177,239253,Adrian Rakowski,1990-10-07,69.9,180
178,50345,Adrian Ramos,1986-01-22,74.8,185
179,323385,Adrian Ricardo Centurion,1993-01-19,64.9,175
180,42431,Adrian Ricchiuti,1978-06-3,72.1,168
181,183482,Adrian Sardinero Corpa,1990-10-13,78.0,180
182,168047,Adrian Stoian,1991-02-11,66.2,178
183,114790,Adrian Winter,1986-07-08,74.8,178
184,169756,Adrian,1987-01-31,77.1,188
185,167648,Adriano De Pierro,1991-01-11,77.1,185
186,280969,Adriano Facchini,1983-03-12,78.0,188
187,39190,Adriano Ferreira Pinto,1979-12-1,81.2,178
188,172172,Adriano Jose de Lara,1987-12-09,86.2,185
189,39199,Adriano Pereira da Silva,1982-04-03,74.8,180
190,38122,Adriano Russo,1987-06-06,72.1,185
191,121923,Adriano,1982-01-21,76.2,175
192,30690,Adriano,1982-02-17,88.0,188
193,33992,Adriano,1984-10-26,73.0,173
194,41109,Adriano,1980-01-29,79.8,183
195,171737,Adrien Goni,1988-08-25,66.2,173
196,447107,Adrien Hunou,1994-01-19,62.1,175
197,352879,Adrien Rabiot,1995-04-03,71.2,188
198,557353,Adrien Rawyler,1993-06-13,68.0,178
199,188413,Adrien Regattin,1991-08-22,66.2,168
200,40930,Adrien Silva,1989-03-15,68.9,175
201,317062,Adrien Thomasson,1993-12-1,72.1,178
202,242719,Adrien Trebel,1991-03-03,72.1,173
203,263276,Adryan,1994-08-1,71.2,175
204,35608,"Afonso Alves,24",1981-01-3,73.9,185
205,361711,Afonso,1993-01-06,63.0,170
206,213366,Afriyie Acquah,1992-01-05,69.9,178
207,441441,Ager Aketxe,1993-12-3,68.9,175
208,118883,Agim Ibraimi,1988-08-29,71.2,178
209,119305,Agon Mehmeti,1989-11-2,78.9,183
210,256728,Agustin Vuletich,1991-11-03,78.9,185
211,45872,Ahmed Ammi,1981-01-19,74.8,180
212,41399,Ahmed Apimah Barusso,1984-12-26,74.8,183
213,513810,Ahmed El Messaoudi,1995-08-03,78.0,183
214,111930,Ahmed El Mohamady,1987-09-09,78.0,183
215,561140,Ahmed Hamoudi,1990-07-21,67.1,173
216,403003,Ahmed Hassan Koka,1993-03-05,84.8,190
217,297556,Ahmed Hegazy,1991-01-25,83.0,196
218,41182,Ahmed Kantari,1985-06-28,82.1,185
219,120917,Ahmed Kashi,1988-11-18,76.2,178
220,232103,Ahmed Musa,1992-10-14,68.9,168
221,174597,Ahmed Saied Okka,1984-03-13,78.9,185
222,174600,Ahmed Samir Farag,1986-05-2,86.2,183
223,148953,Ahmed Soukouna,1990-01-13,76.2,183
224,441166,Ahmet Ozcan,1995-03-07,74.8,183
225,410141,Aidan Connolly,1995-08-15,64.9,165
226,582500,Aidan Nesbitt,1997-02-05,64.9,175
227,199829,Aiden Chippendale,1992-05-24,68.0,173
228,32448,Aiden McGeady,1986-04-04,71.2,178
229,34319,Aimo Stefano Diana,1978-01-02,73.9,175
230,213737,Airam Cabrera,1987-10-21,78.0,180
231,133535,Airton,1990-02-21,77.1,180
232,128843,Aislan,1988-01-11,89.8,193
233,715642,Aissa Laidouni,1996-12-13,73.0,183
234,210683,Aissa Mandi,1991-10-22,78.0,183
235,185301,Aitor Nunez,1987-10-02,69.9,178
236,33993,Aitor Ocio,1976-11-28,77.1,188
237,24160,Aiyegbeni Yakubu,1982-11-22,83.0,183
238,243127,Akaki Gogia,1992-01-18,73.0,178
239,20771,Akihiro Ienaga,1986-06-13,69.9,173
240,244128,Akoete Eninful,1992-07-21,69.9,183
241,23163,Akos Buzsaky,1982-05-07,73.9,180
242,31255,Akpo Sodje,1981-01-31,79.8,188
243,127255,Akwetey Mensah,1983-04-15,73.9,173
244,33451,Alaeddine Yahia,1981-09-26,81.2,188
245,26085,Alain Cantareil,1983-08-15,69.9,178
246,34268,Alain Nef,1982-02-06,88.0,190
247,182847,Alain Pierre Mendy,1989-11-17,72.1,183
248,36785,Alain Rochat,1983-02-01,78.0,183
249,67393,Alain Schultz,1983-02-17,74.8,175
250,34417,Alain Traore,1988-12-31,73.0,175
251,95220,Alain Wiss,1990-08-21,67.1,180
252,32693,Alan Combe,1974-04-03,78.0,185
253,32547,Alan Gow,1982-10-09,69.9,183
254,37085,Alan Haydock,1976-01-13,72.1,175
255,267728,Alan Henrique,1991-06-19,82.1,188
256,32870,Alan Hutton,1984-11-3,73.0,185
257,92935,Alan Kardec,1989-01-12,79.8,188
258,14100,Alan Mannus,1982-05-19,92.1,188
259,32845,Alan Martin,1989-01-01,74.8,183
260,23081,Alan Maybury,1978-08-08,73.0,180
261,24024,Alan O'Brien,1985-02-2,71.2,178
262,667963,Alan Schons,1993-05-24,73.9,180
263,30248,Alan Smith,1980-10-28,81.2,180
264,23881,Alan Tate,1982-09-02,84.8,185
265,312585,Alan Uryga,1994-02-19,84.8,190
266,25926,Alan,1979-09-19,69.9,180
267,441173,Alassane Diallo,1995-02-19,59.9,175
268,294859,Alassane Plea,1993-03-1,78.9,180
269,289250,Alassane Tambe,1992-01-26,73.0,183
270,160220,Alassane Toure,1989-02-09,73.0,183
271,121488,Alban Joinel,1979-09-14,82.1,188
272,698273,Alban Lafont,1999-01-23,77.1,193
273,94883,Alban Meha,1986-04-26,76.2,175
274,177689,Alban Pnishi,1990-10-2,81.2,188
275,37503,Albano Benjamin Bizzarri,1977-11-09,88.9,193
276,41173,Albert Baning,1985-03-19,81.2,193
277,35831,Albert Bunjaku,1983-11-29,74.8,178
278,45605,Albert Crusat,1982-05-13,64.9,165
279,37483,Albert Meyong Ze,1980-10-19,71.2,183
280,396912,Albert Rafetraniaina,1996-09-09,64.9,175
281,37920,Albert Riera,1982-04-15,83.0,188
282,484858,Albert Rusnak,1994-07-07,64.9,180
283,36066,Albert Streit,1980-03-28,78.9,180
284,27694,Alberto Aquilani,1984-07-07,78.9,185
285,107929,Alberto Botia,1989-01-27,79.8,188
286,299879,Alberto Brignoli,1991-08-19,73.9,188
287,41168,Alberto Bueno,1988-03-2,64.0,178
288,38395,Alberto Cifuentes,1979-05-29,67.1,188
289,47565,Alberto De la Bella,1985-12-02,82.1,183
290,39425,Alberto Fontana,1967-01-23,73.0,185
291,30143,"Alberto Frison,18",1988-07-21,84.8,190
292,102394,Alberto Garcia,1985-02-09,77.1,183
293,30881,Alberto Gilardino,1982-07-05,78.9,183
294,42460,Alberto Giuliatto,1983-09-17,77.1,180
295,575364,Alberto Grassi,1995-03-07,74.8,183
296,543020,Alberto Guitian,1990-07-29,73.9,183
297,37451,Alberto Lopo,1980-05-05,81.2,185
298,32763,"Alberto Luque,21",1978-03-11,79.8,183
299,39743,Alberto Maria Fontana,1974-12-02,83.0,188
300,314605,Alberto Moreno,1992-07-05,64.9,170
301,109121,Alberto Paloschi,1990-01-04,79.8,183
302,39302,Alberto Pelagotti,1989-03-09,82.1,188
303,231977,Alberto Perea,1990-12-19,66.2,175
304,74028,Alberto Pomini,1981-03-17,83.0,188
305,42121,Alberto Regazzoni,1983-05-04,64.9,170
306,2790,Alberto Rey,1974-02-15,73.9,175
307,30273,Alberto Rivera,1978-02-16,66.2,168
308,88521,Alberto Rodriguez,1984-03-31,71.2,183
309,38576,Alberto Zapater,1985-06-13,82.1,180
310,527104,Albian Ajeti,1997-02-26,77.1,183
311,26401,Albin Ebondo,1984-02-23,84.8,183
312,71768,Albin Ekdal,1989-07-28,82.1,185
313,493418,Albion Avdijaj,1994-01-12,79.8,190
314,281864,Aldair,1992-01-31,64.9,170
315,661509,Aldin Turkes,1996-04-22,74.8,193
316,93343,Aldo Angoula,1981-05-04,82.1,183
317,664961,Aldo Kalulu,1996-01-21,57.2,165
318,33759,Aldo Pedro Duscher,1979-03-22,72.1,175
319,39345,Aleandro Rosi,1987-05-17,79.8,183
320,467052,Alec Luyckx,1995-05-19,66.2,175
321,450292,Alef,1995-01-28,71.2,185
322,189192,Aleix Vidal,1989-08-21,68.9,178
323,38131,Alejandro Alfaro,1986-11-23,73.0,175
324,26120,Alejandro Alonso,1982-03-03,68.0,170
325,191906,Alejandro Arribas,1989-05-01,73.9,183
326,169217,Alejandro Bedoya,1987-04-29,73.0,178
327,151079,Alejandro Bergantinos,1985-06-07,73.0,178
328,45220,Alejandro Daro Gomez,1988-02-15,68.0,165
329,10348,Alejandro Dominguez,1981-06-1,73.0,175
330,97657,Alejandro Faurlin,1986-08-09,78.9,185
331,303484,Alejandro Galvez,1989-06-06,78.9,190
332,168569,Alejandro Gonzalez,1988-03-23,78.9,183
333,288406,Alejandro Grimaldo Garcia,1995-09-2,71.2,175
334,187150,Alejandro Martinuccio,1987-12-16,73.0,178
335,282470,Alejandro Pozuelo,1991-09-2,63.0,170
336,302911,Aleksandar Bjelica,1994-01-07,79.8,185
337,364496,Aleksandar Cavric,1994-05-18,76.2,185
338,522571,Aleksandar Damcevski,1992-11-21,88.0,193
339,167094,Aleksandar Ignjovski,1991-01-27,69.9,175
340,16351,Aleksandar Kolarov,1985-11-1,83.0,188
341,426005,Aleksandar Kovacevic,1992-01-09,69.9,173
342,37515,Aleksandar Lukovic,1982-10-23,83.0,185
343,155739,Aleksandar Miljkovic,1990-02-26,76.2,183
344,34067,Aleksandar Mitreski,1980-08-05,74.8,185
345,351860,Aleksandar Mitrovic,1994-09-16,82.1,188
346,280638,Aleksandar Pantic,1992-04-11,76.2,185
347,164519,Aleksandar Pesic,1992-05-21,87.1,190
348,124144,Aleksandar Prijovic,1990-04-21,87.1,193
349,26680,Aleksandar Rankovic,1978-08-31,78.0,173
350,278866,Aleksandar Stevanovic,1992-02-16,64.9,175
351,69018,Aleksandar Todorovski,1984-02-26,73.0,180
352,156534,Aleksandar Tonev,1990-02-03,68.9,178
353,208852,Aleksandar Trajkovski,1992-09-05,73.0,178
354,27476,Aleksandar Vasoski,1979-11-21,76.2,180
355,306158,Aleksander Jagiello,1995-02-02,59.9,165
356,68839,Aleksander Kwiek,1983-01-13,78.9,175
357,3441,Aleksander Radosavljevic,1979-04-25,78.9,183
358,22822,Aleksander Seliga,1980-02-01,78.9,185
359,26169,Aleksandr Hleb,1981-05-01,73.0,185
360,89828,Aleksandrs Fertovs,1987-06-16,78.0,178
361,31191,Aleksei Kangaskolkka,1988-10-29,83.9,188
362,395154,Alen Halilovic,1996-06-18,64.9,170
363,173913,Alen Melunovic,1990-01-26,78.9,190
364,191081,Alen Stevanovic,1991-01-07,83.0,180
365,39145,Alesandro Cordaro,1986-05-02,68.0,170
366,39763,Alessandro Agostini,1979-07-23,66.2,175
367,39470,Alessandro Bernardini,1987-01-21,73.0,188
368,39762,Alessandro Budel,1981-02-25,82.1,183
369,74452,Alessandro Carrozza,1982-02-01,76.2,178
370,197848,Alessandro Cerigioni,1992-09-3,72.1,178
371,41424,Alessandro Ciarrocchi,1988-01-03,82.1,190
372,154238,Alessandro Crescenzi,1991-09-25,71.2,175
373,561819,Alessandro Damen,1990-05-17,83.0,185
374,30727,Alessandro Del Piero,1974-11-09,73.9,175
375,41475,Alessandro Diamanti,1983-05-02,74.8,180
376,264842,Alessandro Florenzi,1991-03-11,67.1,173
377,42443,Alessandro Frara,1982-11-07,72.1,178
378,24504,Alessandro Gamberini,1981-08-27,79.8,185
379,41816,Alessandro Gazzi,1983-01-28,81.2,183
380,27606,Alessandro Grandoni,1977-07-22,76.2,180
381,182843,Alessandro Iacobucci,1991-06-03,82.1,188
382,7683,Alessandro Iandoli,1984-04-29,82.1,180
383,73047,Alessandro Lambrughi,1987-05-19,77.1,180
384,215725,Alessandro Longhi,1989-06-25,76.2,185
385,27679,Alessandro Lucarelli,1977-07-22,78.0,183
386,11747,Alessandro Mangiarrati,1978-09-15,78.0,183
387,41411,Alessandro Matri,1984-08-19,79.8,183
388,30723,Alessandro Nesta,1976-03-19,78.9,188
389,41729,Alessandro Parisi,1977-04-15,74.8,183
390,620524,Alessandro Piu,1996-07-3,73.0,180
391,39314,Alessandro Potenza,1984-03-08,78.9,185
392,167369,Alessandro Riedle,1991-08-14,76.2,178
393,31304,Alessandro Rosina,1984-01-31,67.1,168
394,461357,Alessandro Schoepf,1994-02-07,74.8,178
395,42652,Alessandro Sgrigna,1980-04-24,79.8,178
396,41269,Alessio Cerci,1987-07-23,78.0,180
397,282706,Alessio Cragno,1994-06-28,78.0,183
398,602306,Alessio Da Cruz,1997-01-18,69.9,180
399,39197,Alessio Manzoni,1987-04-1,64.9,178
400,362195,Alessio Romagnoli,1995-01-12,78.0,188
401,41762,Alessio Scarpi,1973-04-19,83.0,188
402,42482,Alessio Sestu,1983-09-29,73.0,178
403,24469,Alex Baptiste,1986-01-31,73.9,180
404,35480,Alex Bruce,1984-09-28,81.2,180
405,363343,Alex Bruno,1993-10-07,60.8,170
406,80566,Alex Bruno,1982-05-09,86.2,188
407,39204,Alex Calderoni,1976-05-31,83.0,183
408,306062,Alex Cooper,1991-11-04,69.9,180
409,213500,Alex Fernandez,1992-10-15,68.0,180
410,447488,Alex Ferrari,1994-07-01,69.9,183
411,265618,Alex Goncalves,1990-05-2,76.2,183
412,396888,Alex Harris,1994-08-31,68.9,178
413,430433,Alex Henshall,1994-02-15,66.2,178
414,604785,Alex Iwobi,1996-05-03,74.8,180
415,282274,Alex Kacaniklic,1991-08-13,72.1,180
416,470416,Alex Kakuba,1991-06-12,72.1,178
417,33913,Alex Keddie,1981-01-23,83.0,188
418,205034,Alex Lopez,1988-01-11,64.0,173
419,155122,Alex MacDonald,1990-04-14,72.1,170
420,39566,Alex Manninger,1977-06-04,84.8,188
421,264293,Alex Martinez,1990-08-12,64.0,175
422,119079,Alex McCarthy,1989-12-03,78.9,193
423,282689,Alex Menendez,1991-07-17,67.1,180
424,32924,Alex Neil,1981-06-09,69.9,175
425,196386,Alex Oxlade-Chamberlain,1993-08-15,69.9,175
426,49709,Alex Pearce,1988-11-09,84.8,188
427,213493,Alex Perez,1991-08-11,79.8,188
428,41136,Alex Pinardi,1980-09-05,73.9,180
429,408994,Alex Portillo,1992-11-06,72.1,180
430,157865,Alex Sandro,1991-01-26,78.0,180
431,262753,Alex Schalk,1992-08-07,68.0,170
432,34650,Alex Silva,1985-03-1,81.2,193
433,478988,Alex Soares,1991-03-01,68.0,178
434,23678,Alex Song,1987-09-09,73.9,185
435,428672,Alex Telles,1992-12-15,71.2,180
436,41975,Alex Valentini,1988-04-05,79.8,185
437,41766,Alex Von Schwedler,1980-02-17,76.2,183
438,150396,Alex,1989-01-29,77.1,183
440,163838,Alex,1991-08-27,67.1,175
442,26564,Alex,1982-06-17,92.1,188
443,186923,Alexander Bannink,1990-02-2,79.8,185
444,27306,Alexander Baumjohann,1987-01-23,74.8,178
445,118434,Alexander Buettner,1989-02-11,74.8,175
446,27535,Alexander Bugera,1978-08-08,74.8,180
447,317565,Alexander Corryn,1994-01-03,69.9,178
448,422127,Alexander Cristovao,1993-03-14,84.8,185
449,407765,Alexander Djiku,1994-08-09,74.8,180
450,128106,Alexander Dragovic,1991-03-06,78.9,185
451,147735,Alexander Esswein,1990-03-25,84.8,183
452,31672,Alexander Farnerud,1984-05-01,73.0,183
453,438780,Alexander Fransson,1994-04-02,73.9,180
454,34102,Alexander Frei,1979-07-15,73.9,180
455,71764,Alexander Gerndt,1986-07-14,79.8,185
456,190525,Alexander Gonzalez,1992-09-13,74.8,178
457,459000,Alexander Hack,1993-09-08,83.0,193
458,38206,Alexander Iashvili,1977-10-23,71.2,175
459,27297,Alexander Laas,1984-05-05,69.9,173
460,34420,Alexander Madlung,1982-07-11,92.1,193
461,40295,Alexander Mathisen,1986-11-24,74.8,185
462,27478,Alexander Meier,1983-01-17,96.2,196
463,192504,Alexander Merkel,1992-02-22,67.1,178
464,169569,Alexander Milosevic,1992-01-3,82.1,190
465,181333,Alexander Ring,1991-04-09,72.1,173
466,203755,Alexander Scholz,1992-10-24,87.1,188
467,248437,Alexander Schwolow,1992-06-02,83.0,188
468,440330,Alexander Soerloth,1995-12-05,89.8,193
469,71524,Alexander Stephan,1986-09-15,83.9,188
470,40100,Alexander Tettey,1986-04-04,68.0,180
471,3517,Alexandr Kerzhakov,1982-11-27,76.2,175
472,25824,Alexandre Alphonse,1982-06-17,76.2,175
473,750584,Alexandre Azevedo,1997-01-28,68.0,175
474,155075,Alexandre Barthe,1986-03-05,78.9,183
475,24122,Alexandre Bonnet,1986-10-17,64.9,173
476,265727,Alexandre Coeff,1992-02-2,72.1,185
477,93996,Alexandre Cuvillier,1986-06-17,72.1,183
478,39749,Alexandre D'Acol,1986-07-18,74.8,185
479,21657,Alexandre Di Gregorio,1980-02-12,79.8,175
480,33840,Alexandre Geijo,1982-09-05,81.2,188
481,3140,Alexandre Hauw,1982-01-22,68.0,175
482,169193,Alexandre Lacazette,1991-05-28,73.0,175
483,210387,Alexandre Letellier,1990-12-11,81.2,190
484,26213,Alexandre Licata,1984-01-02,76.2,178
485,560900,Alexandre Mendy,1994-03-2,86.2,183
486,114021,Alexandre Pasche,1991-05-31,69.9,175
487,46554,Alexandre Pato,1989-09-02,81.2,180
488,34055,Alexandre Quennoz,1978-09-21,79.8,180
489,46342,Alexandre Raineau,1986-06-21,71.2,178
490,571296,Alexandre Silva,1997-03-16,59.9,178
491,42321,Alexandros Tziolis,1985-02-13,83.9,188
492,42306,Alexandros Tzorvas,1982-08-12,79.8,188
493,298923,Alexandru Maxim,1990-07-08,73.0,178
494,41941,Alexei Jr Eremenko,1983-03-24,78.9,180
495,277443,Alexi Peuget,1990-12-18,74.8,185
496,687572,Alexis Alegue Elandi,1996-12-23,67.1,175
497,605848,Alexis Blin,1996-09-16,78.0,183
498,571681,Alexis De Sart,1996-11-12,74.8,180
499,50657,Alexis Norambuena Ruz,1984-03-31,72.1,173
500,281019,Alexis Rolin,1989-02-07,76.2,185
501,50047,Alexis Sanchez,1988-12-19,62.1,170
502,26275,Alexis Thebaux,1985-03-17,81.2,185
503,37479,Alexis,1985-08-04,74.8,183
504,303089,Alexy Bosetti,1993-04-23,64.9,170
505,641042,Alfonso Artabe,1988-08-18,78.0,185
