id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
17,1,1,2008/2009,10,2008-11-01 00:00:00,492571,4049,9987,1,3,,,,,,,,,,,,,,,,,,,,,,
18,1,1,2008/2009,10,2008-11-02 00:00:00,492572,9993,8635,1,3,,,,,,,,,,,,,,,,,,,,,,
19,1,1,2008/2009,11,2008-11-08 00:00:00,492573,8635,9994,2,3,,,,,,,,,,,,,,,,,,,,,,
20,1,1,2008/2009,11,2008-11-08 00:00:00,492574,9998,9996,0,0,,,,,,,,,,,,,,,,,,,,,,
21,1,1,2008/2009,11,2008-11-09 00:00:00,492575,9986,8342,2,2,,,,,,,,,,,,,,,,,,,,,,
22,1,1,2008/2009,11,2008-11-07 00:00:00,492576,9984,10000,2,0,,,,,,,,,,,,,,,,,,,,,,
23,1,1,2008/2009,11,2008-11-08 00:00:00,492577,9991,7947,1,1,,,,,,,,,,,,,,,,,,,,,,
24,1,1,2008/2009,11,2008-11-08 00:00:00,492578,9999,4049,1,2,,,,,,,,,,,,,,,,,,,,,,
25,1,1,2008/2009,11,2008-11-08 00:00:00,492579,8571,8203,0,0,,,,,,,,,,,,,,,,,,,,,,
26,1,1,2008/2009,11,2008-11-08 00:00:00,492580,10001,9987,1,0,,,,,,,,,,,,,,,,,,,,,,
27,1,1,2008/2009,11,2008-11-09 00:00:00,492581,9993,9985,1,3,,,,,,,,,,,,,,,,,,,,,,
28,1,1,2008/2009,12,2008-11-16 00:00:00,492582,8342,8635,1,1,,,,,,,,,,,,,,,,,,,,,,
29,1,1,2008/2009,12,2008-11-15 00:00:00,492583,9987,9999,1,1,,,,,,,,,,,,,,,,,,,,,,
30,1,1,2008/2009,12,2008-11-15 00:00:00,492584,10000,9993,2,2,,,,,,,,,,,,,,,,,,,,,,
31,1,1,2008/2009,12,2008-11-16 00:00:00,492585,9994,9985,1,1,,,,,,,,,,,,,,,,,,,,,,
32,1,1,2008/2009,12,2008-11-15 00:00:00,492586,7947,8571,1,0,,,,,,,,,,,,,,,,,,,,,,
33,1,1,2008/2009,12,2008-11-15 00:00:00,492587,8203,9998,0,0,,,,,,,,,,,,,,,,,,,,,,
34,1,1,2008/2009,12,2008-11-15 00:00:00,492588,9996,9986,2,1,,,,,,,,,,,,,,,,,,,,,,
35,1,1,2008/2009,12,2008-11-15 00:00:00,492589,4049,9984,3,0,,,,,,,,,,,,,,,,,,,,,,
36,1,1,2008/2009,12,2008-11-14 00:00:00,492590,10001,9991,3,2,,,,,,,,,,,,,,,,,,,,,,
37,1,1,2008/2009,13,2008-11-22 00:00:00,492591,8635,10001,2,0,,,,,,,,,,,,,,,,,,,,,,
38,1,1,2008/2009,13,2008-11-22 00:00:00,492592,9985,9996,3,1,,,,,,,,,,,,,,,,,,,,,,
39,1,1,2008/2009,13,2008-11-22 00:00:00,492622,9998,8342,1,2,,,,,,,,,,,,,,,,,,,,,,
40,1,1,2008/2009,13,2008-11-22 00:00:00,492623,9986,4049,3,2,,,,,,,,,,,,,,,,,,,,,,
41,1,1,2008/2009,13,2008-11-22 00:00:00,492624,9984,8203,2,1,,,,,,,,,,,,,,,,,,,,,,
42,1,1,2008/2009,13,2008-11-23 00:00:00,492628,9991,9987,2,3,,,,,,,,,,,,,,,,,,,,,,
43,1,1,2008/2009,13,2008-11-22 00:00:00,492631,9999,7947,2,2,,,,,,,,,,,,,,,,,,,,,,
44,1,1,2008/2009,13,2008-12-16 00:00:00,492636,8571,10000,1,0,,,,,,,,,,,,,,,,,,,,,,
45,1,1,2008/2009,13,2008-11-22 00:00:00,492638,9993,9994,0,2,,,,,,,,,,,,,,,,,,,,,,
46,1,1,2008/2009,14,2008-11-30 00:00:00,492649,8342,9993,3,0,,,,,,,,,,,,,,,,,,,,,,
47,1,1,2008/2009,14,2008-11-29 00:00:00,492651,9987,9984,3,2,,,,,,,,,,,,,,,,,,,,,,
48,1,1,2008/2009,14,2008-11-29 00:00:00,492658,10000,9986,4,2,,,,,,,,,,,,,,,,,,,,,,
49,1,1,2008/2009,14,2008-11-29 00:00:00,492662,9991,9999,4,0,,,,,,,,,,,,,,,,,,,,,,
50,1,1,2008/2009,14,2008-11-28 00:00:00,492664,7947,8635,0,2,,,,,,,,,,,,,,,,,,,,,,
51,1,1,2008/2009,14,2008-11-30 00:00:00,492666,8203,9985,0,0,,,,,,,,,,,,,,,,,,,,,,
52,1,1,2008/2009,14,2008-11-29 00:00:00,492670,9996,9994,2,0,,,,,,,,,,,,,,,,,,,,,,
53,1,1,2008/2009,14,2008-11-29 00:00:00,492674,4049,8571,3,3,,,,,,,,,,,,,,,,,,,,,,
54,1,1,2008/2009,14,2008-11-29 00:00:00,492677,10001,9998,2,1,,,,,,,,,,,,,,,,,,,,,,
55,1,1,2008/2009,15,2008-12-06 00:00:00,492683,8635,4049,5,1,,,,,,,,,,,,,,,,,,,,,,
56,1,1,2008/2009,15,2008-12-06 00:00:00,492686,9985,10000,1,2,,,,,,,,,,,,,,,,,,,,,,
57,1,1,2008/2009,15,2008-12-06 00:00:00,492689,9998,7947,5,2,,,,,,,,,,,,,,,,,,,,,,
58,1,1,2008/2009,15,2008-12-06 00:00:00,492692,9986,8203,1,2,,,,,,,,,,,,,,,,,,,,,,
59,1,1,2008/2009,15,2008-12-05 00:00:00,492693,9984,9991,3,1,,,,,,,,,,,,,,,,,,,,,,
60,1,1,2008/2009,15,2008-12-07 00:00:00,492696,9994,8342,2,0,,,,,,,,,,,,,,,,,,,,,,
61,1,1,2008/2009,15,2008-12-06 00:00:00,492699,9999,10001,1,0,,,,,,,,,,,,,,,,,,,,,,
62,1,1,2008/2009,15,2008-12-07 00:00:00,492702,8571,9987,3,1,,,,,,,,,,,,,,,,,,,,,,
63,1,1,2008/2009,15,2008-12-06 00:00:00,492706,9993,9996,3,0,,,,,,,,,,,,,,,,,,,,,,
64,1,1,2008/2009,16,2008-12-14 00:00:00,492709,8342,9985,1,4,,,,,,,,,,,,,,,,,,,,,,
65,1,1,2008/2009,16,2008-12-13 00:00:00,492713,9987,9986,1,0,,,,,,,,,,,,,,,,,,,,,,
66,1,1,2008/2009,16,2008-12-13 00:00:00,492717,10000,9996,2,1,,,,,,,,,,,,,,,,,,,,,,
67,1,1,2008/2009,16,2008-12-13 00:00:00,492720,9991,8571,1,1,,,,,,,,,,,,,,,,,,,,,,
68,1,1,2008/2009,16,2008-12-13 00:00:00,492722,7947,9994,1,1,,,,,,,,,,,,,,,,,,,,,,
69,1,1,2008/2009,16,2008-12-12 00:00:00,492724,8203,9993,2,1,,,,,,,,,,,,,,,,,,,,,,
70,1,1,2008/2009,16,2008-12-14 00:00:00,492728,9999,8635,0,3,,,,,,,,,,,,,,,,,,,,,,
71,1,1,2008/2009,16,2008-12-13 00:00:00,492734,4049,9998,2,1,,,,,,,,,,,,,,,,,,,,,,
72,1,1,2008/2009,16,2008-12-13 00:00:00,492735,10001,9984,1,2,,,,,,,,,,,,,,,,,,,,,,
73,1,1,2008/2009,17,2008-12-19 00:00:00,492742,8635,9987,2,0,,,,,,,,,,,,,,,,,,,,,,
74,1,1,2008/2009,17,2008-12-21 00:00:00,492745,9985,9991,2,1,,,,,,,,,,,,,,,,,,,,,,
75,1,1,2008/2009,17,2008-12-20 00:00:00,492746,9998,10000,2,2,,,,,,,,,,,,,,,,,,,,,,
76,1,1,2008/2009,17,2008-12-20 00:00:00,492749,9986,7947,2,0,,,,,,,,,,,,,,,,,,,,,,
77,1,1,2008/2009,17,2008-12-20 00:00:00,492753,9984,9999,4,3,,,,,,,,,,,,,,,,,,,,,,
78,1,1,2008/2009,17,2008-12-20 00:00:00,492757,9994,8203,2,2,,,,,,,,,,,,,,,,,,,,,,
79,1,1,2008/2009,17,2008-12-20 00:00:00,492758,9996,8342,5,1,,,,,,,,,,,,,,,,,,,,,,
80,1,1,2008/2009,17,2008-12-21 00:00:00,492760,8571,10001,0,0,,,,,,,,,,,,,,,,,,,,,,
81,1,1,2008/2009,17,2008-12-20 00:00:00,492763,9993,4049,2,0,,,,,,,,,,,,,,,,,,,,,,
82,1,1,2008/2009,18,2009-01-18 00:00:00,492769,9993,9987,4,1,,,,,,,,,,,,,,,,,,,,,,
83,1,1,2008/2009,18,2009-01-17 00:00:00,492772,9994,10000,2,1,,,,,,,,,,,,,,,,,,,,,,
84,1,1,2008/2009,18,2009-01-16 00:00:00,492775,8635,9984,1,2,,,,,,,,,,,,,,,,,,,,,,
85,1,1,2008/2009,18,2009-01-17 00:00:00,492779,9998,9991,1,2,,,,,,,,,,,,,,,,,,,,,,
86,1,1,2008/2009,18,2009-01-17 00:00:00,492781,9985,7947,3,2,,,,,,,,,,,,,,,,,,,,,,
87,1,1,2008/2009,18,2009-01-17 00:00:00,492782,8342,8203,3,0,,,,,,,,,,,,,,,,,,,,,,
88,1,1,2008/2009,18,2009-01-17 00:00:00,492785,8571,9999,2,1,,,,,,,,,,,,,,,,,,,,,,
89,1,1,2008/2009,18,2009-01-17 00:00:00,492789,9996,4049,1,1,,,,,,,,,,,,,,,,,,,,,,
90,1,1,2008/2009,18,2009-01-18 00:00:00,492792,9986,10001,1,2,,,,,,,,,,,,,,,,,,,,,,
91,1,1,2008/2009,19,2009-01-25 00:00:00,492798,10000,8342,3,1,,,,,,,,,,,,,,,,,,,,,,
92,1,1,2008/2009,19,2009-02-18 00:00:00,492801,9991,8635,1,2,,,,,,,,,,,,,,,,,,,,,,
93,1,1,2008/2009,19,2009-01-25 00:00:00,492804,10001,9985,0,1,,,,,,,,,,,,,,,,,,,,,,
94,1,1,2008/2009,19,2009-01-24 00:00:00,492805,9987,9998,2,0,,,,,,,,,,,,,,,,,,,,,,
95,1,1,2008/2009,19,2009-01-24 00:00:00,492807,9999,9986,3,1,,,,,,,,,,,,,,,,,,,,,,
96,1,1,2008/2009,19,2009-01-24 00:00:00,492810,4049,9994,2,1,,,,,,,,,,,,,,,,,,,,,,
97,1,1,2008/2009,19,2009-01-24 00:00:00,492814,8203,9996,2,2,,,,,,,,,,,,,,,,,,,,,,
98,1,1,2008/2009,19,2009-01-24 00:00:00,492817,9984,8571,0,1,,,,,,,,,,,,,,,,,,,,,,
99,1,1,2008/2009,19,2009-01-24 00:00:00,492819,7947,9993,0,1,,,,,,,,,,,,,,,,,,,,,,
100,1,1,2008/2009,2,2008-10-29 00:00:00,492482,8342,10000,2,0,,,,,,,,,,,,,,,,,,,,,,
101,1,1,2008/2009,2,2008-08-23 00:00:00,492483,8635,9991,2,2,,,,,,,,,,,,,,,,,,,,,,
102,1,1,2008/2009,2,2008-08-23 00:00:00,492484,9985,10001,3,0,,,,,,,,,,,,,,,,,,,,,,
103,1,1,2008/2009,2,2008-08-24 00:00:00,492485,9998,9987,3,1,,,,,,,,,,,,,,,,,,,,,,
104,1,1,2008/2009,2,2008-08-23 00:00:00,492486,9986,9999,1,0,,,,,,,,,,,,,,,,,,,,,,
105,1,1,2008/2009,2,2008-08-23 00:00:00,492487,9994,4049,4,1,,,,,,,,,,,,,,,,,,,,,,
106,1,1,2008/2009,2,2008-08-23 00:00:00,492488,9996,8203,3,1,,,,,,,,,,,,,,,,,,,,,,
107,1,1,2008/2009,2,2008-08-23 00:00:00,492489,8571,9984,2,1,,,,,,,,,,,,,,,,,,,,,,
108,1,1,2008/2009,2,2008-08-23 00:00:00,492490,9993,7947,1,1,,,,,,,,,,,,,,,,,,,,,,
109,1,1,2008/2009,20,2009-01-31 00:00:00,492822,8571,8635,1,3,,,,,,,,,,,,,,,,,,,,,,
110,1,1,2008/2009,20,2009-02-01 00:00:00,492844,9994,9987,1,2,,,,,,,,,,,,,,,,,,,,,,
111,1,1,2008/2009,20,2009-01-31 00:00:00,492845,9998,9984,1,1,,,,,,,,,,,,,,,,,,,,,,
112,1,1,2008/2009,20,2009-02-01 00:00:00,492847,9986,9991,2,5,,,,,,,,,,,,,,,,,,,,,,
113,1,1,2008/2009,20,2009-01-31 00:00:00,492849,9996,7947,0,2,,,,,,,,,,,,,,,,,,,,,,
114,1,1,2008/2009,20,2009-01-31 00:00:00,492851,10000,8203,1,1,,,,,,,,,,,,,,,,,,,,,,
115,1,1,2008/2009,20,2009-01-31 00:00:00,492853,9985,9999,3,0,,,,,,,,,,,,,,,,,,,,,,
116,1,1,2008/2009,20,2009-01-31 00:00:00,492856,8342,4049,3,1,,,,,,,,,,,,,,,,,,,,,,
117,1,1,2008/2009,20,2009-01-31 00:00:00,492858,9993,10001,2,1,,,,,,,,,,,,,,,,,,,,,,
118,1,1,2008/2009,21,2009-02-07 00:00:00,492989,7947,8342,0,2,,,,,,,,,,,,,,,,,,,,,,
119,1,1,2008/2009,21,2009-02-06 00:00:00,492990,8571,9985,0,2,,,,,,,,,,,,,,,,,,,,,,
120,1,1,2008/2009,21,2009-02-07 00:00:00,492991,8635,9998,3,2,,,,,,,,,,,,,,,,,,,,,,
121,1,1,2008/2009,21,2009-02-07 00:00:00,492992,9987,10000,1,2,,,,,,,,,,,,,,,,,,,,,,
122,1,1,2008/2009,21,2009-02-08 00:00:00,492993,9984,9986,2,2,,,,,,,,,,,,,,,,,,,,,,
123,1,1,2008/2009,21,2009-02-08 00:00:00,492994,10001,9994,1,0,,,,,,,,,,,,,,,,,,,,,,
124,1,1,2008/2009,21,2009-02-07 00:00:00,492995,4049,8203,1,5,,,,,,,,,,,,,,,,,,,,,,
125,1,1,2008/2009,21,2009-02-07 00:00:00,492996,9991,9996,2,0,,,,,,,,,,,,,,,,,,,,,,
126,1,1,2008/2009,21,2009-02-07 00:00:00,492997,9999,9993,2,2,,,,,,,,,,,,,,,,,,,,,,
127,1,1,2008/2009,22,2009-02-15 00:00:00,492998,9986,8635,0,1,,,,,,,,,,,,,,,,,,,,,,
128,1,1,2008/2009,22,2009-02-15 00:00:00,492999,8342,9987,0,2,,,,,,,,,,,,,,,,,,,,,,
129,1,1,2008/2009,22,2009-02-14 00:00:00,493000,9993,9984,1,1,,,,,,,,,,,,,,,,,,,,,,
130,1,1,2008/2009,22,2009-02-14 00:00:00,493001,8203,9991,3,3,,,,,,,,,,,,,,,,,,,,,,
131,1,1,2008/2009,22,2009-02-14 00:00:00,493002,10000,7947,1,0,,,,,,,,,,,,,,,,,,,,,,
132,1,1,2008/2009,22,2009-02-14 00:00:00,493003,9994,9999,2,1,,,,,,,,,,,,,,,,,,,,,,
133,1,1,2008/2009,22,2009-02-14 00:00:00,493004,9998,8571,1,1,,,,,,,,,,,,,,,,,,,,,,
134,1,1,2008/2009,22,2009-02-14 00:00:00,493005,9985,4049,4,0,,,,,,,,,,,,,,,,,,,,,,
135,1,1,2008/2009,22,2009-02-14 00:00:00,493006,9996,10001,0,0,,,,,,,,,,,,,,,,,,,,,,
136,1,1,2008/2009,23,2009-02-22 00:00:00,493007,10001,8342,1,1,,,,,,,,,,,,,,,,,,,,,,
137,1,1,2008/2009,23,2009-02-22 00:00:00,493008,8635,9985,4,2,,,,,,,,,,,,,,,,,,,,,,
138,1,1,2008/2009,23,2009-02-21 00:00:00,493009,9999,9998,3,2,,,,,,,,,,,,,,,,,,,,,,
139,1,1,2008/2009,23,2009-02-21 00:00:00,493010,4049,10000,0,6,,,,,,,,,,,,,,,,,,,,,,
140,1,1,2008/2009,23,2009-02-21 00:00:00,493011,8571,9986,1,1,,,,,,,,,,,,,,,,,,,,,,
141,1,1,2008/2009,23,2009-02-21 00:00:00,493012,9984,9994,0,0,,,,,,,,,,,,,,,,,,,,,,
142,1,1,2008/2009,23,2009-02-21 00:00:00,493013,7947,8203,1,2,,,,,,,,,,,,,,,,,,,,,,
143,1,1,2008/2009,23,2009-02-20 00:00:00,493014,9987,9996,1,1,,,,,,,,,,,,,,,,,,,,,,
144,1,1,2008/2009,23,2009-02-21 00:00:00,493015,9991,9993,1,3,,,,,,,,,,,,,,,,,,,,,,
145,1,1,2008/2009,24,2009-02-28 00:00:00,493016,9996,8635,1,1,39890.0,,38788.0,38312.0,26235.0,,,,26916.0,,94289.0,34480.0,38388.0,26458.0,13423.0,38389.0,38798.0,30949.0,38253.0,106013.0,38383.0,46552.0
146,1,1,2008/2009,24,2009-02-27 00:00:00,493017,8203,9987,2,1,38327.0,67950.0,67958.0,67959.0,37112.0,36393.0,148286.0,67898.0,164352.0,38801.0,26502.0,37937.0,38293.0,148313.0,104411.0,148314.0,37202.0,43158.0,9307.0,42153.0,32690.0,38782.0
147,1,1,2008/2009,24,2009-02-28 00:00:00,493018,9986,9998,3,0,95597.0,,,38435.0,94462.0,46004.0,164732.0,,38246.0,38423.0,38419.0,38252.0,39156.0,39151.0,166554.0,15652.0,39145.0,46890.0,38947.0,46881.0,39158.0,119118.0
148,1,1,2008/2009,24,2009-03-01 00:00:00,493019,9985,9984,4,0,,39580.0,30692.0,37861.0,47411.0,119117.0,35412.0,39631.0,39591.0,25957.0,38369.0,36835.0,37047.0,37021.0,38186.0,27110.0,32863.0,37957.0,37909.0,104386.0,38251.0,37065.0
149,1,1,2008/2009,24,2009-03-01 00:00:00,493020,9994,9991,0,1,30934.0,38292.0,11569.0,38273.0,14642.0,38945.0,38290.0,95609.0,38257.0,,121639.0,104378.0,27838.0,36841.0,38337.0,,33662.0,37044.0,32760.0,38229.0,12574.0,46335.0
150,1,1,2008/2009,24,2009-02-28 00:00:00,493021,8342,9999,2,1,37990.0,37983.0,21812.0,11736.0,37858.0,39578.0,38336.0,38366.0,52280.0,27423.0,38440.0,38318.0,46580.0,38247.0,16387.0,94284.0,,45832.0,33671.0,163670.0,33622.0,148336.0
151,1,1,2008/2009,24,2009-02-28 00:00:00,493022,9993,8571,3,0,38391.0,36849.0,,36845.0,38322.0,38371.0,36852.0,38784.0,38786.0,30910.0,38792.0,33676.0,67940.0,46231.0,67939.0,,38249.0,39625.0,39859.0,40521.0,148302.0,148329.0
152,1,1,2008/2009,24,2009-02-28 00:00:00,493023,7947,4049,4,0,39153.0,39575.0,46459.0,26606.0,15913.0,15662.0,178291.0,45413.0,,149367.0,116788.0,32990.0,94184.0,15456.0,,,37085.0,37972.0,148292.0,148289.0,17703.0,94281.0
153,1,1,2008/2009,24,2009-02-28 00:00:00,493024,10000,10001,1,1,37900.0,37886.0,37903.0,37889.0,94030.0,37902.0,38231.0,131530.0,130027.0,37893.0,37981.0,38341.0,38349.0,21834.0,37953.0,38339.0,30404.0,38353.0,38348.0,,37025.0,17883.0
154,1,1,2008/2009,25,2009-03-08 00:00:00,493025,9984,8342,1,3,36835.0,37047.0,37021.0,37051.0,104386.0,32863.0,37957.0,37909.0,38357.0,37065.0,78462.0,37990.0,21812.0,11736.0,37858.0,38366.0,37983.0,39578.0,38336.0,52280.0,27423.0,38440.0
155,1,1,2008/2009,25,2009-03-06 00:00:00,493026,9998,9985,0,1,38252.0,39156.0,39151.0,68064.0,166554.0,,46890.0,39158.0,,39145.0,38947.0,,30692.0,38800.0,37861.0,47411.0,35412.0,39631.0,39591.0,119117.0,25957.0,38369.0
156,1,1,2008/2009,25,2009-03-07 00:00:00,493027,8635,10000,2,0,34480.0,38388.0,26458.0,13423.0,38389.0,30949.0,38393.0,38253.0,38383.0,38778.0,37069.0,37900.0,37886.0,37903.0,37889.0,94030.0,37893.0,37981.0,131531.0,130027.0,38231.0,131530.0
157,1,1,2008/2009,25,2009-03-07 00:00:00,493028,8571,9994,2,3,33676.0,67940.0,38249.0,37971.0,33660.0,39859.0,40521.0,148302.0,149279.0,148329.0,,30934.0,38292.0,11569.0,14642.0,38273.0,12099.0,38290.0,95609.0,38257.0,,121639.0
158,1,1,2008/2009,25,2009-03-07 00:00:00,493029,9987,7947,4,3,37937.0,38785.0,38293.0,148314.0,148313.0,32690.0,42153.0,9307.0,38794.0,37202.0,38782.0,39153.0,39575.0,46459.0,26606.0,45413.0,,15662.0,131406.0,178291.0,149367.0,116788.0
159,1,1,2008/2009,25,2009-03-08 00:00:00,493030,10001,8203,0,1,38341.0,38349.0,21834.0,37953.0,47410.0,30404.0,38348.0,,39848.0,17883.0,50160.0,38327.0,36393.0,67950.0,67941.0,67958.0,37112.0,67959.0,148286.0,164352.0,67898.0,33657.0
160,1,1,2008/2009,25,2009-03-07 00:00:00,493031,9999,9996,2,0,38318.0,38247.0,16387.0,94288.0,94284.0,45832.0,26669.0,33671.0,163670.0,37945.0,33622.0,39890.0,,38788.0,39878.0,26235.0,,38312.0,,94289.0,,
161,1,1,2008/2009,25,2009-03-07 00:00:00,493032,9991,4049,2,0,104378.0,38248.0,36841.0,38255.0,,33662.0,38233.0,104382.0,38229.0,12574.0,46335.0,32990.0,35580.0,37972.0,37976.0,148289.0,37085.0,148292.0,,94184.0,9144.0,97368.0
162,1,1,2008/2009,25,2009-03-07 00:00:00,493033,9986,9993,0,0,95597.0,,,37571.0,94462.0,38246.0,38423.0,38435.0,131409.0,38419.0,164732.0,38391.0,36849.0,,36845.0,38322.0,30910.0,36852.0,38784.0,38786.0,38371.0,41106.0
163,1,1,2008/2009,26,2009-03-13 00:00:00,493034,8203,8635,2,1,38327.0,67950.0,67958.0,38801.0,67898.0,37112.0,67959.0,148286.0,164352.0,33657.0,26502.0,34480.0,38388.0,38389.0,31316.0,164694.0,30949.0,38378.0,38383.0,38393.0,38253.0,37069.0
164,1,1,2008/2009,26,2009-03-15 00:00:00,493035,9985,9987,2,0,,30692.0,38800.0,37861.0,47411.0,35412.0,26224.0,39591.0,37262.0,25957.0,38369.0,37937.0,38785.0,38293.0,104411.0,148313.0,37202.0,9307.0,43158.0,32690.0,42153.0,38782.0
165,1,1,2008/2009,26,2009-03-14 00:00:00,493036,9993,9998,2,0,38391.0,42812.0,36849.0,,38322.0,38371.0,30910.0,36852.0,38784.0,38786.0,34334.0,38252.0,39156.0,39151.0,68064.0,166554.0,,46890.0,39158.0,,39145.0,119118.0
166,1,1,2008/2009,26,2009-03-14 00:00:00,493037,9994,9986,0,0,30934.0,38292.0,11569.0,14642.0,38273.0,12099.0,38290.0,,38257.0,,69629.0,95597.0,,37571.0,94462.0,131404.0,,38435.0,131409.0,164732.0,38246.0,38419.0
167,1,1,2008/2009,26,2009-03-14 00:00:00,493038,7947,9984,1,0,39153.0,39575.0,46459.0,131406.0,67896.0,26606.0,15662.0,178291.0,,149367.0,116788.0,36835.0,37047.0,37021.0,37051.0,104386.0,32863.0,37957.0,37909.0,38357.0,37065.0,78462.0
168,1,1,2008/2009,26,2009-03-15 00:00:00,493039,8342,9991,1,4,37990.0,38342.0,39578.0,21812.0,37858.0,37983.0,38336.0,38366.0,52280.0,27423.0,38440.0,104378.0,36841.0,38337.0,38255.0,,33662.0,37044.0,32760.0,38229.0,12574.0,46335.0
169,1,1,2008/2009,26,2009-03-14 00:00:00,493040,10000,9999,0,0,37900.0,37886.0,37100.0,37903.0,37889.0,37893.0,37981.0,131531.0,131530.0,38231.0,130027.0,38318.0,38247.0,16387.0,94288.0,94284.0,45832.0,26669.0,33671.0,163670.0,37945.0,33622.0
170,1,1,2008/2009,26,2009-03-14 00:00:00,493041,9996,8571,1,0,148308.0,,38788.0,38312.0,39878.0,,,26916.0,26235.0,148960.0,94289.0,33676.0,6803.0,39625.0,148302.0,67939.0,67940.0,39859.0,,40521.0,131486.0,
171,1,1,2008/2009,26,2009-03-14 00:00:00,493042,4049,10001,1,2,32990.0,148292.0,37976.0,148289.0,94184.0,37085.0,37972.0,38410.0,,9144.0,97368.0,38341.0,38348.0,,38339.0,47410.0,30404.0,38353.0,21834.0,39848.0,17883.0,50160.0
172,1,1,2008/2009,27,2009-03-20 00:00:00,493043,8571,8342,2,3,33676.0,67940.0,6803.0,39859.0,148302.0,39625.0,,40521.0,148327.0,131486.0,148329.0,37990.0,39578.0,21812.0,11736.0,37858.0,37983.0,27364.0,38336.0,38366.0,27423.0,38440.0
173,1,1,2008/2009,27,2009-03-22 00:00:00,493044,9986,9985,1,0,95597.0,,,37571.0,94462.0,38246.0,38423.0,38435.0,131409.0,38419.0,164732.0,,30692.0,38800.0,37861.0,47411.0,37262.0,35412.0,39631.0,39591.0,25957.0,38369.0
174,1,1,2008/2009,27,2009-03-22 00:00:00,493045,9991,10000,1,0,104378.0,38248.0,36841.0,38255.0,104382.0,33662.0,37044.0,32760.0,38229.0,39875.0,46335.0,37900.0,37887.0,37886.0,37903.0,94030.0,37981.0,131531.0,131530.0,130027.0,38231.0,75500.0
175,1,1,2008/2009,27,2009-03-21 00:00:00,493046,9998,9994,0,2,38252.0,39156.0,39151.0,68064.0,166554.0,,39145.0,46890.0,38947.0,39158.0,,30934.0,38292.0,14642.0,,38273.0,12099.0,38945.0,38290.0,38257.0,,69629.0
176,1,1,2008/2009,27,2009-03-21 00:00:00,493047,10001,7947,3,1,38341.0,38349.0,21834.0,,38339.0,38353.0,38348.0,,47410.0,17883.0,50160.0,39153.0,39575.0,46459.0,67896.0,131406.0,,26606.0,15662.0,178291.0,149367.0,116788.0
177,1,1,2008/2009,27,2009-03-21 00:00:00,493048,9999,8203,1,0,38318.0,38247.0,16387.0,94288.0,94284.0,26669.0,33671.0,163670.0,148336.0,37945.0,33622.0,38327.0,38801.0,67950.0,67958.0,164352.0,67898.0,37112.0,67959.0,148286.0,33657.0,26502.0
